index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
110,"Baby Cereal - Ragi Almond & Banana, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Baby Food & Formula,Slurrp Farm,349,349,Baby Food,4,"Smooth easy-to-cook porridge mix made from Sprouted Ragi, Almond powder, Banana Powder and Cardamom Powder. We use Sprouted Ragi which has 3x the calcium of a glass of milk and 10 x the calcium of wheat and rice, great for growing bones. Almonds contain fibre, minerals and essential fatty acids. Fortified with 13 essential vitamins and minerals. Great for healthy weight gain for your little ones. No Added Sugar, No Added Salt, No Milk, No Preservatives & Artificial Flavours, 100% Natural and excellent early food for the little ones. If your little one is ready for new tastes, add some mashed fruits, vegetables or Slurrp Farm Jaggery."
111,Incense Sticks - Sandal,Cleaning & Household,Pooja Needs,Ambica,60,60,"Agarbatti, Incense Sticks",4.6,Traditional Indian Incense Sticks
112,SPF 15 Sunscreen Lotion,Beauty & Hygiene,Skin Care,Elovera,209.3,299,Body Care,5,Elovera SPF Lotion is a specially formulated sunscreen that provides protection from the harmful UV radiation of the sun. The key ingredients of the sunscreen are Aloe vera and Vitamin E extract.
113,Fenugreek,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,28.5,30,Organic Masalas & Spices,4.2,"Per 100 gm : Calories - 323 g, Fat - 6 g, Protein - 23 g"
114,Caramel Popcorn - Himalayan Salt,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,44.1,49,Gourmet Popcorn,,"4700BCs high quality popcorns are coated with signature handcrafted caramel sprinkled with Himalayan salt. It is the perfect snack for every occasion so go ahead and indulge yourself by having this pack filled of yummy Sriracha Lime Cheese popcorns at anytime during the day. This delicious gluten free snack has 0 grams of trans fat per serving and has certified non-GMO corn, no MSG and is cholesterol free."
115,Cold Pressed Bhringraj Cooling Oil For Hair Fall & Damage Control,Beauty & Hygiene,Skin Care,Soulflower,182.75,215,Aromatherapy,4,"Cold-pressed Soulflower Bhringraj Oil with coconut & sesame is a cooling non-greasy formulation that controls acute hair fall, revitalizes hair follicles, reverses premature greying and offers stress relief. The blend of Eclipta prostrate/Alba (Bhringraj) Flower Oil, Sesamum Indicum (Sesame) Seed Oil and Cocos Nucifera (Coconut) Oil can be easily absorbed by your scalp and hair. It soothes scalp irritation, protects your hair from the heat of hair dryers, curlers, and flat irons, deeply conditions hair and tames frizzy brittle hair."
116,Sapota - Organically Grown,Fruits & Vegetables,Fresh Fruits,Fresho,35,43.75,Organic Fruits,,"Brown skinned sapotas are smooth to grainy textured, musky-scented and deliciously sweet in taste. The flesh generally contains 2-3 large and inedible black seeds. Fresho sapotas are freshly plucked by our farmers who grow it organically and the best quality is delivered to you. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1232/summer-fruit-salad/"
117,Spiced Tea - Blend Of 7 Refreshing Spices,Beverages,Tea,Wagh Bakri,150,150,Leaf & Dust Tea,4.3,"Rejuvenate yourself with this refreshing spice tea made from rich premium fresh leaves and seven authentic Indian spices. The name Wagh Bakri is one of the most trusted name in Indian household. It is especially famous among the tea lovers. A Unique Blend of 7 Refreshing Spices. This tea is flavoured with clove, ginger, black pepper, cinnamon, nutmeg, lemon grass, piper longum."
118,"Steel Bowl/Vati/Katori - No. 4, Chutney","Kitchen, Garden & Pets",Steel Utensils,BB Home,69,159,Bowls & Vessels,,BB Home Chutney Bowl can be used to serve all sorts of homemade chutneys and sauces with ease to accompany your homemade spicy Indian meal. It is made from high-quality steel and this set of four steel bowls is a must-have for your home and for small servings.
119,"Adult Dry Cat Food - +1 Year, Ocean Fish","Kitchen, Garden & Pets",Pet Food & Accessories,Maxi Persian,999,999,Pet Meals & Treats,,"A nutrient-rich food that has been formulated to deliver a cat’s need for its diet requirement. Enriched with ocean fish and other essential ingredients which helps your feline to maintain the beautiful skin and coat. Taurine, an essential amino acid keeps the heart healthy and promotes the growth and development of the body. We assure all our ingredients goes through a strict selection process by nutritional laboratories to meet the safety and quality standards of the product. Our extensive research guarantees high palatability, better digestibility."
120,Millet Rusk - Sweet,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Nutribee,100,100,Rusks,4.5,"Made with organic whole wheat, millets and jaggery, our sweet rusk is baked to perfection. You can enjoy a guilt-free snack with your tea or coffee which is filled with fibre and nutrition and is super tasty. All our products are made with no maida, butter, sugar or preservatives."
121,"Stainless Steel Kadai - Induction Bottom With Glass Lid,  26 cm","Kitchen, Garden & Pets",Cookware & Non Stick,Vinod,1099,1335,Kadai & Fry Pans,3.8,"Create those nutritious and flavourful recipes quickly with minimal effort by bringing home this 24 cm Induction Friendly Kadhai from Vinod. It prevents food from getting burnt. It is ergonomically designed using high-quality stainless steel, this kadhai ensures even distribution of heat while preventing food from frothing or getting burnt. Easy to clean and is dishwasher-safe, this kadhai can be easily cleaned and maintained after every use. It is suitable for all cooktops. This kadhai comes with an induction base which makes it perfect to be used on all types of cooktops including gas stoves and induction cooktops."
122,"Power Pocket - Long Lasting Bathroom Fragrance, Berry Rush",Cleaning & Household,Fresheners & Repellents,Aer,53.35,55,Air Freshener,4.2,"Petal Crush Pink Life is not a bed of roses. But it can smell like one right? Here's a fragrance that is as fresh as it is romantic. Godrej Aer Pocket Say hello to Godrej aer pocket, a range of bathroom air freshener available in 5 delightful fragrances. Its unique power gel technology keeps your bathroom fragrant for 3-4 weeks and ensures that its fragrance reaches every corner of your bathroom. A must-have stock item in your pantry & toilet, Godrej aer pocket is so easy to use, that you simply have to unwrap the packet and hang it with the hook provided. That's it, you are done. Godrej aer pocket works 24x7 without any effort, so you can walk-in to a refreshing fragrance every-time you step into your bathroom. You can now choose from any of our 5 refreshing fragrance variants - Misty Morning Meadows, Fresh Lush Green, Bright Tangy Delight, Violet Valley Bloom, and Petal Crush Pink."
123,Cabbage - Red,Fruits & Vegetables,Fresh Vegetables,Fresho,23,28.75,Cabbage & Cauliflower,,"It is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones.
Its leaves are coarser as they have less water content. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1561/violet-cabbage-walnut-salad/"
124,Marvel Spiderman 2-In-1 Snackeez Bottle With Snack Box,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,269,299,Lunch Boxes,3,"Alongside a lovely cartoon character design, the innovative Snackeez snacking solution allows you to have drink water and have your favourite snack all in one hand. The cup stays perfectly sealed to prevent spills and keep snacks fresh."
125,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),"Foodgrains, Oil & Masala",Edible Oils & Ghee,Dhara ,183,185,"Sunflower, Rice Bran Oil",4.1,"Dhara refined rice bran oil is high in Vitamin E and mono-unsaturated fatty acids.
Food fried in this oil supposedly absorbs less oil ensuring lower calorie intake.
It has reasonably balanced fat composition (MUFA, PUFA and SFA) apart from the presence of Oryzanol.
Its ideally for cooking. Store in cool and dry place, away from direct sunlight."
126,Premium Square Plastic Container - Green,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,179,280,Containers Sets,3.9,These containers are microwave safe but without its lid and is refrigerator safe and dishwasher safe. Use it only for reheating the food and not for cooking food in this container. All containers are airtight but not leakproof.
127,Instant Popcorn - Butter Delite,Snacks & Branded Foods,Snacks & Namkeen,ACT II,29.7,33,Chips & Corn Snacks,4.2,"Enhance your movie-watching experience, in the comfort of your own home with World’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. You can choose among different pack sizes such as individual packs, family packs and party packs, as per your need.
Relish your favourite ACT II popcorn, now available in various lip-smacking desi flavours such as butter, Sweet Pani Puri, Tandoori Tadka, Southern Spice, Butter pepper as well as international flavours such as Cheese Delite, Peri Peri, Thai Sweet Chilli and Tomato Chili."
128,Cherry Lip Balm 4.5 g + Deep Nourish Elbow & Foot Cream 50 g,Beauty & Hygiene,Skin Care,Kaya Clinic,455,525,Lip Care,,"Cherry Lip Balm:

The skin on your lips is thinner than your facial skin and requires nourishing care to keep it supple and hydrated
Kaya Derma Naturals lip balms are a handbag essential that comes in stick format which is easy to use and carry when you are out and about 
Heals dry and chapped lips 
Moisturised and softens lips 
Soft glossy look 6.Contains SPF protection

Deep Nourish Elbow & Foot Cream: This cream is specially formulated to gently heal rough and cracked feet. It is also recommended for foot softening, treating corns, calluses and thick skin around the elbows and knees. Makes feet smooth and soft."
129,Nutrition Plus Health Supplement - Joint Support,Beauty & Hygiene,Health & Medicine,Abbies,1299,1299,Supplements & Proteins,,"This supplement contains Glucosamine and Chondroitin, which may support joints in order to promote healthy cartilage and tissue, while MSM supports healthy collagen for supreme joint support. Joint Support is great to help with painful stiffness, discomfort, and poor range of motion. With a specialised Glucosamine Chondroitin complex per serving, you can move easily and comfortably again. Chondroitin is the most abundant glycosaminoglycan in cartilage and is partly responsible for the resiliency of cartilage. Chondroitin is also important in preventing the action of enzymes that can destroy cartilage."
130,Glass Belleza Bowl - Wine,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,299,398,Glassware,,"These Iveo Belleza Glass Bowls are made from high quality coloured glass material. These are extra strong, freezer safe, no sharp edges, no wobbling. The capacity of these bowls are 400 ml each. These are ideal for storing & serving fruits, snacks & other food articles."
131,Dark Fantasy - Choco Fills Biscuits - Cookies,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,23.76,30,Cream Biscuits & Wafers,4.3,"Sunfeast Dark Fantasy Chocofill is nothing but smooth and tasty choco creme inside cookies that are baked to perfection. It has a rich chocolaty taste, and because of its soft texture, it simply melts in the mouth after a bite. This innovative cookie has its center filled with luscious chocolate which adds to the crunchiness."
132,Banana - Red,Fruits & Vegetables,Fresh Fruits,Fresho,39,48.75,"Banana, Sapota & Papaya",,"Standing apart from the common varieties of yellow bananas, Red bananas are short, plump and reddish-purple in colour.
Even the flesh is light pink and sweeter compared to other varieties. They are high in nutrients and are freshly procured from the farmers. 
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1383/banana-ice-cream/"
